food_code,main_food_description,wweia_category_description,energy_(kcal),protein_(g),carbohydrate_(g),"sugars,_total_(g)","fiber,_total_dietary_(g)",total_fat_(g),"fatty_acids,_total_saturated_(g)","fatty_acids,_total_monounsaturated_(g)","fatty_acids,_total_polyunsaturated_(g)",cholesterol_(mg)
24168010,"Chicken ""wings"" with hot sauce, from precooked","Chicken, whole pieces",254,17.57,2.5,2.47,0.0,19.48,6.04,7.046,2.588,107
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked","Chicken, whole pieces",258,17.74,9.42,7.76,0.2,16.67,3.881,6.788,2.807,97
24168012,"Chicken ""wings"", plain, from precooked","Chicken, whole pieces",294,18.62,7.15,0.12,0.3,20.59,4.77,9.068,5.759,107
24168020,"Chicken ""wings"" with hot sauce, from other sources","Chicken, whole pieces",267,17.02,5.08,2.32,0.1,19.98,6.218,7.636,2.875,104
24168021,"Chicken ""wings"" with other sauces or seasoning, from other sources","Chicken, whole pieces",271,17.19,12.01,7.62,0.2,17.17,4.06,7.382,3.095,93
24168022,"Chicken ""wings"", plain, from other sources","Chicken, whole pieces",314,18.03,12.64,0.11,0.3,21.07,4.919,9.68,5.006,98
24168030,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant","Chicken, whole pieces",282,12.36,20.03,5.72,0.9,16.87,3.33,6.191,5.134,45
24168031,"Chicken ""wings"", boneless, with hot sauce, from other sources","Chicken, whole pieces",232,11.39,19.98,6.08,1.5,11.82,2.489,3.467,4.928,31
24170200,"Chicken, back","Chicken, whole pieces",298,25.73,0.0,0.0,0.0,20.8,5.772,8.221,4.582,87
24180200,"Chicken, neck or ribs","Chicken, whole pieces",245,19.45,0.0,0.0,0.0,17.95,4.958,7.16,3.907,69
24198340,"Chicken, tail","Chicken, whole pieces",454,20.36,0.0,0.0,0.0,40.68,11.42,17.03,8.57,83
24198440,Chicken skin,"Chicken, whole pieces",450,20.19,0.0,0.0,0.0,40.34,11.325,16.888,8.499,82
24198500,Chicken feet,"Chicken, whole pieces",215,19.4,0.2,0.0,0.0,14.6,3.92,5.5,2.98,84
24198570,"Chicken, canned, meat only","Chicken, whole pieces",185,25.3,0.9,0.0,0.0,8.1,2.25,3.279,1.978,50
24198670,"Chicken, chicken roll, roasted","Chicken, whole pieces",164,26.68,0.0,0.0,0.0,6.33,1.573,2.695,0.933,112
24198671,"Chicken patty, breaded","Chicken patties, nuggets and tenders",287,14.85,12.84,0.0,0.3,19.58,3.662,8.337,4.805,43
24198677,"Chicken fillet, breaded","Chicken patties, nuggets and tenders",240,14.62,14.86,0.57,1.7,13.58,2.437,4.081,6.235,36
24198683,"Chicken fillet, grilled","Chicken patties, nuggets and tenders",151,22.31,2.36,0.0,0.0,5.81,0.887,3.001,1.145,68
24198720,"Chicken, ground","Chicken, whole pieces",201,27.14,0.0,0.0,0.0,10.31,2.647,3.429,2.893,92
24198729,"Chicken nuggets, NFS","Chicken patties, nuggets and tenders",307,15.92,14.93,0.08,0.9,20.36,3.566,7.735,6.511,55
24198731,"Chicken nuggets, from fast food","Chicken patties, nuggets and tenders",307,15.92,14.93,0.08,0.9,20.36,3.566,7.735,6.511,55
24198732,"Chicken nuggets, from restaurant","Chicken patties, nuggets and tenders",307,15.92,14.93,0.08,0.9,20.36,3.566,7.735,6.511,55
24198735,"Chicken nuggets, from school lunch","Chicken patties, nuggets and tenders",270,15.67,22.86,0.49,2.2,12.9,2.83,3.593,4.189,50
24198736,"Chicken nuggets, from frozen","Chicken patties, nuggets and tenders",298,13.36,17.88,0.8,1.8,19.23,3.998,6.138,7.567,36
24198737,"Chicken nuggets, from other sources","Chicken patties, nuggets and tenders",304,15.15,15.81,0.3,1.2,20.02,3.696,7.256,6.828,49
24198739,"Chicken tenders or strips, NFS","Chicken patties, nuggets and tenders",271,19.22,17.25,0.4,1.2,13.95,2.493,4.83,5.783,48
24198741,"Chicken tenders or strips, breaded, from fast food","Chicken patties, nuggets and tenders",271,19.22,17.25,0.4,1.2,13.95,2.493,4.83,5.783,48
24198742,"Chicken tenders or strips, breaded, from restaurant","Chicken patties, nuggets and tenders",283,18.82,16.9,0.39,1.2,15.62,3.025,5.606,6.073,49
24198745,"Chicken tenders or strips, breaded, from school lunch","Chicken patties, nuggets and tenders",270,15.67,22.86,0.49,2.2,12.9,2.83,3.593,4.189,50
24198746,"Chicken tenders or strips, breaded, from frozen","Chicken patties, nuggets and tenders",240,14.62,14.86,0.57,1.7,13.58,2.437,4.081,6.235,36
24198747,"Chicken tenders or strips, breaded, from other sources","Chicken patties, nuggets and tenders",262,17.84,16.53,0.45,1.4,13.84,2.476,4.605,5.919,44
24201000,"Turkey, NFS","Turkey, duck, other poultry",139,28.81,0.0,0.0,0.0,2.06,0.588,0.621,0.524,76
24201020,"Turkey, light meat, skin not eaten","Turkey, duck, other poultry",139,28.81,0.0,0.0,0.0,2.06,0.588,0.621,0.524,76
24201030,"Turkey, light meat, skin eaten","Turkey, duck, other poultry",169,28.28,0.03,0.0,0.0,5.55,1.586,1.963,1.579,84
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten","Turkey, duck, other poultry",173,27.26,6.46,0.56,0.4,3.69,0.976,1.207,1.036,68
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten","Turkey, duck, other poultry",200,26.78,6.48,0.56,0.4,6.84,1.879,2.421,1.991,76
24201120,"Turkey, light meat, roasted, skin not eaten","Turkey, duck, other poultry",139,28.81,0.0,0.0,0.0,2.06,0.588,0.621,0.524,76
24201130,"Turkey, light meat, roasted, skin eaten","Turkey, duck, other poultry",169,28.28,0.03,0.0,0.0,5.55,1.586,1.963,1.579,84
24201220,"Turkey, dark meat, roasted, skin not eaten","Turkey, duck, other poultry",167,26.94,0.0,0.0,0.0,5.98,1.792,2.044,1.648,119
24201230,"Turkey, dark meat, roasted, skin eaten","Turkey, duck, other poultry",202,26.46,0.05,0.0,0.0,10.16,2.978,3.663,2.921,125
24201320,"Turkey, light and dark meat, roasted, skin not eaten","Turkey, duck, other poultry",151,27.99,0.0,0.0,0.0,3.76,1.109,1.238,1.011,94
24201330,"Turkey, light and dark meat, roasted, skin eaten","Turkey, duck, other poultry",183,27.48,0.04,0.0,0.0,7.54,2.186,2.694,2.156,102
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten","Turkey, duck, other poultry",165,27.22,1.42,0.11,0.0,5.06,1.432,1.774,1.369,95
24201370,"Turkey, light or dark meat, fried, coated, skin eaten","Turkey, duck, other poultry",192,26.2,1.42,0.11,0.0,8.51,2.415,3.106,2.417,100
24201410,"Turkey, light or dark meat, stewed, skin not eaten","Turkey, duck, other poultry",158,31.18,0.19,0.1,0.0,2.66,0.632,0.657,0.566,92
24201420,"Turkey light or dark meat, stewed, skin eaten","Turkey, duck, other poultry",204,30.25,0.14,0.07,0.0,8.52,1.963,3.172,2.56,98
24201510,"Turkey, light or dark meat, smoked, skin eaten","Turkey, duck, other poultry",208,28.1,0.0,0.0,0.0,9.7,2.831,3.18,2.473,82
24201520,"Turkey, light or dark meat, smoked, skin not eaten","Turkey, duck, other poultry",162,29.3,0.0,0.0,0.0,5.0,1.368,1.046,1.408,76
24202010,"Turkey, drumstick, cooked, skin not eaten","Turkey, duck, other poultry",144,28.52,0.0,0.0,0.0,3.38,0.997,1.105,0.906,88
24202020,"Turkey, drumstick, cooked, skin eaten","Turkey, duck, other poultry",206,27.64,0.0,0.0,0.0,9.74,3.035,2.846,2.697,84
24202060,"Turkey, drumstick, roasted, skin not eaten","Turkey, duck, other poultry",144,28.52,0.0,0.0,0.0,3.38,0.997,1.105,0.906,88
24202070,"Turkey, drumstick, roasted, skin eaten","Turkey, duck, other poultry",203,26.86,0.0,0.0,0.0,10.07,3.063,3.189,2.824,93
24202460,"Turkey, thigh, cooked, skin eaten","Turkey, duck, other poultry",182,24.36,0.27,0.0,0.0,9.26,2.831,3.434,2.795,112
24202500,"Turkey, thigh, cooked, skin not eaten","Turkey, duck, other poultry",161,26.94,0.0,0.0,0.0,5.98,1.792,2.044,1.648,119
24202600,"Turkey, neck","Turkey, duck, other poultry",161,22.29,0.0,0.0,0.0,7.3,2.198,2.506,2.021,127
24203010,"Turkey, wing, cooked, skin not eaten","Turkey, duck, other poultry",139,28.81,0.0,0.0,0.0,2.06,0.588,0.621,0.524,76
24203020,"Turkey, wing, cooked, skin eaten","Turkey, duck, other poultry",202,26.87,0.0,0.0,0.0,9.97,2.739,3.691,2.441,79
24205000,"Turkey, tail","Turkey, duck, other poultry",294,22.25,0.0,0.0,0.0,22.8,6.593,9.156,5.845,88
24205100,"Turkey, back","Turkey, duck, other poultry",203,25.58,0.0,0.0,0.0,11.26,3.178,4.104,3.262,86
24206000,"Turkey, canned","Turkey, duck, other poultry",185,25.3,0.9,0.0,0.0,8.1,2.25,3.279,1.978,50
24207000,"Turkey, ground","Turkey, duck, other poultry",211,26.87,0.0,0.0,0.0,11.5,2.945,3.749,3.461,103
24208000,"Turkey, nuggets","Turkey, duck, other poultry",236,22.19,17.14,1.48,1.1,8.66,2.257,3.075,2.54,60
24208500,"Turkey bacon, cooked",Bacon,368,29.5,4.24,4.24,0.0,25.87,6.933,9.382,6.871,153
24208510,"Turkey bacon, reduced sodium, cooked",Bacon,253,13.33,4.8,0.0,0.0,20.0,6.667,8.571,4.275,100
24300110,"Duck, cooked, skin eaten","Turkey, duck, other poultry",336,18.91,0.0,0.0,0.0,28.23,9.63,12.846,3.635,84
24300120,"Duck, cooked, skin not eaten","Turkey, duck, other poultry",200,23.38,0.0,0.0,0.0,11.15,3.934,3.842,1.481,89
24301010,"Duck, roasted, skin eaten","Turkey, duck, other poultry",336,18.91,0.0,0.0,0.0,28.23,9.63,12.846,3.635,84
24301020,"Duck, roasted, skin not eaten","Turkey, duck, other poultry",200,23.38,0.0,0.0,0.0,11.15,3.934,3.842,1.481,89
24302010,"Duck, Peking","Turkey, duck, other poultry",154,5.32,6.47,4.41,0.3,11.76,3.093,5.149,2.624,22
24311010,"Goose, wild, roasted","Turkey, duck, other poultry",304,25.06,0.0,0.0,0.0,21.83,6.841,10.207,2.509,91
24400010,"Cornish game hen, cooked, skin eaten","Turkey, duck, other poultry",257,22.08,0.0,0.0,0.0,18.06,5.008,7.933,3.57,130
24400020,"Cornish game hen, cooked, skin not eaten","Turkey, duck, other poultry",133,23.11,0.0,0.0,0.0,3.84,0.982,1.23,0.932,105
24401010,"Cornish game hen, roasted, skin eaten","Turkey, duck, other poultry",257,22.08,0.0,0.0,0.0,18.06,5.008,7.933,3.57,130
24401020,"Cornish game hen, roasted, skin not eaten","Turkey, duck, other poultry",133,23.11,0.0,0.0,0.0,3.84,0.982,1.23,0.932,105
24402100,"Dove, cooked, NS as to cooking method","Turkey, duck, other poultry",212,23.8,0.0,0.0,0.0,12.95,3.723,5.439,2.722,116
24402110,"Dove, fried","Turkey, duck, other poultry",223,23.06,1.46,0.11,0.0,13.84,3.928,5.788,3.005,114
24403100,"Quail, cooked","Turkey, duck, other poultry",226,25.0,0.0,0.0,0.0,14.04,3.938,4.871,3.472,86
24404100,"Pheasant, cooked","Turkey, duck, other poultry",238,32.26,0.0,0.0,0.0,12.05,3.892,5.603,1.18,89
24701010,Baby Toddler chicken,Baby food: meat and dinners,130,13.7,0.1,0.0,0.0,7.9,2.03,3.56,1.92,61
24703010,Baby Toddler turkey,Baby food: meat and dinners,111,11.5,1.4,0.0,0.0,6.2,1.641,2.384,1.741,58
25110140,"Liver, beef",Liver and organ meats,174,26.31,5.12,0.0,0.0,4.64,2.51,1.097,1.013,378
25110450,"Liver, chicken",Liver and organ meats,189,20.02,6.48,0.02,0.2,8.69,2.561,2.702,2.385,392
25112200,"Liver, paste or pate",Liver and organ meats,201,13.45,6.55,0.0,0.0,13.1,4.0,5.28,2.46,391
25120000,Heart,Liver and organ meats,164,28.25,0.15,0.0,0.0,4.69,1.393,1.003,0.977,210
25130000,Kidney,Liver and organ meats,157,27.05,0.0,0.0,0.0,4.61,1.428,0.952,1.129,710
25140110,Sweetbreads,Liver and organ meats,124,22.49,0.0,0.0,0.0,3.08,0.935,0.896,0.312,347
25150000,Brains,Liver and organ meats,150,11.58,1.47,0.0,0.0,10.45,2.375,1.867,1.619,3075
25160000,Tongue,Liver and organ meats,282,19.14,0.0,0.0,0.0,22.12,8.061,10.022,0.74,131
25160130,"Tongue pot roast, Puerto Rican style",Liver and organ meats,317,21.03,0.32,0.02,0.1,25.04,8.96,11.522,0.89,144
25170110,Tripe,Liver and organ meats,89,12.6,0.0,0.0,0.0,3.85,1.348,1.601,0.188,127
25170210,Chitterlings,Liver and organ meats,231,12.39,0.0,0.0,0.0,20.16,9.444,7.017,1.207,275
25170310,Hog maws,Liver and organ meats,250,26.53,0.0,0.0,0.0,15.97,6.338,5.653,1.405,351
25170420,Gizzard,Liver and organ meats,153,30.15,0.0,0.0,0.0,2.66,0.665,0.524,0.35,367
25210110,"Hot dog, NFS",Frankfurters,310,11.7,2.89,1.26,0.0,28.0,11.4,12.1,0.954,58
25210210,"Hot dog, beef",Frankfurters,310,11.7,2.89,1.26,0.0,28.0,11.4,12.1,0.954,58
25210280,"Hot dog, meat and poultry",Frankfurters,277,9.72,5.02,2.75,0.0,24.18,7.583,9.929,5.386,78
25210290,"Hot dog, reduced fat",Frankfurters,216,13.75,5.1,0.0,0.0,15.66,6.504,7.398,0.869,52
25210410,"Hot dog, turkey",Frankfurters,223,12.23,3.81,1.21,0.0,17.29,4.028,5.736,3.949,77
25220105,Beef sausage,Sausages,341,13.3,3.37,1.0,0.0,28.7,11.3,12.7,1.91,61
25220150,Beef sausage with cheese,Sausages,341,13.65,3.75,1.37,0.0,28.54,11.731,12.042,1.826,64
25220210,Blood sausage,Sausages,379,14.6,1.29,1.29,0.0,34.5,13.4,15.9,3.46,120
25220350,Bratwurst,Sausages,333,13.72,2.85,0.0,0.0,29.18,9.998,14.692,2.632,74
25220360,"Bratwurst, with cheese",Sausages,334,14.03,3.28,0.47,0.0,28.98,10.559,13.834,2.476,75
25220410,Bologna,Cold cuts and cured meats,281,10.34,6.31,1.97,0.0,23.77,7.389,10.269,4.59,92
25220425,"Bologna, reduced fat",Cold cuts and cured meats,204,11.8,5.2,0.0,0.0,14.8,5.464,6.455,0.51,44
25220435,"Bologna, reduced sodium",Cold cuts and cured meats,281,10.34,6.31,1.97,0.0,23.77,7.389,10.269,4.59,92
25220710,Chorizo,Sausages,341,19.3,2.63,0.0,0.0,28.1,9.45,11.7,4.74,107
25220910,Head cheese,Cold cuts and cured meats,157,13.83,0.0,0.0,0.0,10.9,3.402,5.601,1.134,69
25221110,Knockwurst,Sausages,307,11.1,3.2,0.0,0.0,27.7,10.21,12.81,2.92,60
25221210,Mortadella,Cold cuts and cured meats,311,16.37,3.05,0.0,0.0,25.39,9.51,11.38,3.12,56
25221215,"Pastrami, NFS",Cold cuts and cured meats,147,21.8,0.36,0.1,0.0,5.82,2.681,2.118,0.145,68
25221220,"Pastrami, made from any kind of meat, reduced fat",Cold cuts and cured meats,115,18.62,0.64,0.29,0.0,3.69,1.318,1.521,0.27,51
25221250,"Pepperoni, NFS",Cold cuts and cured meats,504,19.25,1.18,0.0,0.0,46.28,17.708,20.77,4.458,97
25221255,"Pepperoni, reduced fat",Cold cuts and cured meats,378,21.07,0.72,0.26,0.0,31.65,11.418,14.717,4.895,108
25221260,"Pepperoni, reduced sodium",Cold cuts and cured meats,504,19.25,1.18,0.0,0.0,46.28,17.708,20.77,4.458,97
25221310,Polish sausage,Sausages,337,12.45,5.03,2.39,0.0,29.68,9.894,12.564,5.383,73
25221350,Italian sausage,Sausages,317,18.2,2.15,1.46,0.0,26.2,9.15,11.6,4.96,80
25221400,"Sausage, NFS",Sausages,325,18.53,1.42,1.09,0.0,27.25,8.826,11.541,5.115,86
25221405,Pork sausage,Sausages,325,18.53,1.42,1.09,0.0,27.25,8.826,11.541,5.115,86
25221406,"Pork sausage, reduced fat",Sausages,267,20.94,0.15,0.0,0.0,20.32,6.034,8.02,4.192,82
25221408,"Pork sausage, reduced sodium",Sausages,233,19.93,13.25,0.75,0.0,11.13,2.916,4.8,2.882,39
25221460,Pork and beef sausage,Sausages,333,15.92,2.4,1.04,0.0,27.98,10.063,12.12,3.512,74
25221500,"Salami, NFS",Cold cuts and cured meats,378,21.07,0.72,0.26,0.0,31.65,11.418,14.717,4.895,108
25221505,"Salami, made from any type of meat, reduced fat",Cold cuts and cured meats,172,19.2,1.55,1.12,0.1,9.21,2.783,3.172,2.466,76
25221515,"Salami, made from any type of meat, reduced sodium",Cold cuts and cured meats,378,21.07,0.72,0.26,0.0,31.65,11.418,14.717,4.895,108
25221610,"Scrapple, cooked",Sausages,227,8.57,14.96,0.21,0.3,14.76,5.034,6.549,1.77,52
25221810,Thuringer,Sausages,362,17.45,3.33,0.85,0.0,30.43,11.51,12.97,1.2,74
25221830,Turkey or chicken sausage,Sausages,193,19.65,1.09,0.0,0.0,12.24,2.976,3.612,3.706,92
25221855,"Turkey or chicken sausage, reduced sodium",Sausages,230,20.03,13.32,0.76,0.0,10.7,2.784,4.604,2.793,39
25221870,Turkey or chicken and pork sausage,Sausages,307,22.7,0.7,0.0,0.0,23.0,7.95,9.719,3.25,84
25221910,"Vienna sausage, canned",Sausages,230,10.5,2.6,0.0,0.0,19.4,7.125,9.628,1.29,87
25221950,Pickled sausage,Sausages,314,18.06,2.13,1.45,0.0,25.99,9.077,11.508,4.921,79
25230110,"Luncheon meat, NFS",Cold cuts and cured meats,101,16.7,0.27,0.0,0.0,3.73,1.12,1.47,0.544,41
25230210,"Ham, prepackaged or deli, luncheon meat",Cold cuts and cured meats,101,16.7,0.27,0.0,0.0,3.73,1.12,1.47,0.544,41
25230220,"Ham, prepackaged or deli, luncheon meat, reduced sodium",Cold cuts and cured meats,101,16.7,0.27,0.0,0.0,3.73,1.12,1.47,0.544,41
25230320,"Chicken, prepackaged or deli, luncheon meat",Cold cuts and cured meats,98,17.4,2.92,0.75,0.0,1.86,0.564,0.74,0.452,51
25230340,"Chicken, prepackaged or deli, luncheon meat, reduced sodium",Cold cuts and cured meats,98,17.4,2.92,0.75,0.0,1.86,0.564,0.74,0.452,51
25230420,"Ham luncheon meat, loaf type",Cold cuts and cured meats,117,17.99,1.57,1.57,0.0,4.39,1.424,1.983,0.542,53
25230530,Spam,Cold cuts and cured meats,315,13.4,4.6,0.0,0.0,26.6,9.987,13.505,2.019,71
25230550,"Spam, reduced sodium",Cold cuts and cured meats,293,12.5,3.4,0.0,0.0,25.1,8.873,12.34,2.666,76
25230560,Liverwurst,Cold cuts and cured meats,327,14.5,3.1,0.0,0.0,28.5,9.307,12.731,3.193,180
25230610,"Luncheon meat, loaf type",Cold cuts and cured meats,225,11.23,8.46,8.46,1.5,15.95,5.287,7.06,2.804,58
25230780,"Turkey, prepackaged or deli, luncheon meat",Cold cuts and cured meats,106,14.81,2.2,0.91,0.0,3.77,0.906,1.145,1.024,49
25230785,"Turkey, prepackaged or deli, luncheon meat, reduced sodium",Cold cuts and cured meats,106,14.81,2.2,0.91,0.0,3.77,0.906,1.145,1.024,49
25230800,"Turkey ham, prepackaged or deli, luncheon meat",Cold cuts and cured meats,106,14.81,2.2,0.91,0.0,3.77,0.906,1.145,1.024,49
25231110,"Beef, prepackaged or deli, luncheon meat",Cold cuts and cured meats,115,18.62,0.64,0.29,0.0,3.69,1.318,1.521,0.27,51
25231120,"Beef, prepackaged or deli, luncheon meat, reduced sodium",Cold cuts and cured meats,115,18.62,0.64,0.29,0.0,3.69,1.318,1.521,0.27,51
25240000,"Meat spread or potted meat, NFS",Cold cuts and cured meats,235,7.66,11.94,0.0,0.2,17.34,5.977,7.584,2.565,38
25240110,Chicken salad spread,Cold cuts and cured meats,200,11.64,7.41,0.0,0.0,13.52,3.45,3.25,6.22,30
25240220,Ham salad spread,Cold cuts and cured meats,216,8.68,10.64,0.0,0.0,15.53,5.049,7.171,2.689,37
26100100,"Fish, raw",Fish,94,17.22,0.0,0.0,0.0,2.34,0.557,0.856,0.517,55
26100110,"Fish, NFS",Fish,238,19.32,6.64,0.12,0.3,14.52,2.838,5.276,4.531,56
26100120,"Fish, NS as to type, baked or broiled",Fish,208,23.0,0.01,0.01,0.0,12.39,2.995,4.112,3.295,68
26100130,"Fish, NS as to type, baked or broiled, coated",Fish,223,20.73,7.79,0.14,0.3,11.67,2.822,3.832,3.13,62
26100140,"Fish, NS as to type, fried",Fish,269,16.05,11.72,0.2,0.5,17.23,2.829,6.649,5.924,46
26100160,"Fish, NS as to type, steamed",Fish,171,23.41,0.0,0.0,0.0,8.11,1.867,2.578,2.064,66
26100180,"Fish, canned",Fish,156,23.19,0.0,0.0,0.0,6.3,1.857,2.225,1.651,79
26100190,"Fish, smoked",Fish,116,25.23,0.0,0.0,0.0,0.96,0.173,0.157,0.321,77
26100270,"Fish, stick",Fish,277,11.01,21.66,1.65,1.5,16.23,3.733,3.193,7.824,28
26101110,"Fish, anchovy",Fish,210,28.89,0.0,0.0,0.0,9.71,2.203,3.77,2.562,85
26105110,"Fish, carp",Fish,213,19.97,7.79,0.14,0.3,10.72,2.387,4.11,2.889,77
26107110,"Fish, catfish, NFS",Fish,255,13.49,11.72,0.2,0.5,16.68,2.658,7.005,5.475,48
26107120,"Fish, catfish, baked or broiled",Fish,189,18.93,0.01,0.01,0.0,11.91,2.813,4.805,2.691,72
26107123,"Fish, catfish, grilled",Fish,171,19.31,0.0,0.0,0.0,9.8,2.254,4.066,2.069,72
26107130,"Fish, catfish, baked or broiled, coated",Fish,205,17.24,7.79,0.14,0.3,11.08,2.625,4.367,2.562,65
26107140,"Fish, catfish, fried",Fish,255,13.49,11.72,0.2,0.5,16.68,2.658,7.005,5.475,48
26107160,"Fish, catfish, steamed",Fish,150,19.24,0.0,0.0,0.0,7.5,1.655,3.25,1.414,69
26109110,"Fish, cod, NFS",Fish,217,13.52,11.72,0.2,0.5,12.48,1.727,5.104,4.749,42
26109120,"Fish, cod, baked or broiled",Fish,126,18.98,0.01,0.01,0.0,5.04,1.292,1.7,1.505,62
26109123,"Fish, cod, grilled",Fish,108,19.36,0.0,0.0,0.0,2.79,0.701,0.897,0.858,61
26109130,"Fish, cod, baked or broiled, coated",Fish,152,17.29,7.79,0.14,0.3,5.28,1.342,1.747,1.561,57
26109140,"Fish, cod, fried",Fish,217,13.52,11.72,0.2,0.5,12.48,1.727,5.104,4.749,42
26109160,"Fish, cod, steamed",Fish,87,19.29,0.0,0.0,0.0,0.52,0.107,0.092,0.207,59
26111110,"Fish, croaker",Fish,189,19.92,7.79,0.14,0.3,8.17,2.393,2.875,1.875,72
26113110,"Fish, eel",Fish,273,20.61,7.79,0.14,0.3,17.07,3.723,9.204,2.381,140
26115110,"Fish, flounder, NFS",Fish,128,15.42,0.01,0.01,0.0,6.93,1.734,2.274,1.766,60
26115120,"Fish, flounder, baked or broiled",Fish,128,15.42,0.01,0.01,0.0,6.93,1.734,2.274,1.766,60
26115123,"Fish, flounder, grilled",Fish,109,15.74,0.0,0.0,0.0,4.72,1.152,1.483,1.125,59
26115130,"Fish, flounder, baked or broiled, coated",Fish,153,14.29,7.79,0.14,0.3,6.87,1.715,2.232,1.781,55
26115140,"Fish, flounder, fried",Fish,217,11.35,11.72,0.2,0.5,13.64,1.998,5.456,4.909,40
26115160,"Fish, flounder, steamed",Fish,88,15.68,0.0,0.0,0.0,2.44,0.557,0.676,0.472,57
26117110,"Fish, haddock, NFS",Fish,217,14.31,11.72,0.2,0.5,12.51,1.733,5.092,4.748,47
26117120,"Fish, haddock, baked or broiled",Fish,126,20.26,0.01,0.01,0.0,5.1,1.302,1.68,1.503,71
26117121,"Fish, haddock, grilled",Fish,108,20.67,0.0,0.0,0.0,2.84,0.711,0.877,0.857,70
26117130,"Fish, haddock, baked or broiled, coated",Fish,152,18.37,7.79,0.14,0.3,5.32,1.35,1.731,1.56,64
26117140,"Fish, haddock, fried",Fish,217,14.31,11.72,0.2,0.5,12.51,1.733,5.092,4.748,47
26117160,"Fish, haddock, steamed",Fish,87,20.59,0.0,0.0,0.0,0.57,0.117,0.072,0.206,68
26118010,"Fish, halibut",Fish,175,20.73,7.79,0.14,0.3,6.24,1.559,2.164,1.693,59
26119110,"Fish, herring",Fish,245,20.1,7.79,0.14,0.3,14.32,3.39,5.585,3.624,71
26119180,"Fish, pickled",Fish,262,14.19,9.64,7.71,0.0,18.0,2.381,11.947,1.679,13
26121110,"Fish, mackerel, NFS",Fish,237,24.94,0.01,0.01,0.0,14.33,3.977,4.874,3.71,62
26121120,"Fish, mackerel, baked or broiled",Fish,237,24.94,0.01,0.01,0.0,14.33,3.977,4.874,3.71,62
26121121,"Fish, mackerel, grilled",Fish,221,25.45,0.0,0.0,0.0,12.27,3.442,4.137,3.11,61
26121131,"Fish, mackerel, baked or broiled, coated",Fish,245,22.32,7.79,0.14,0.3,13.12,3.607,4.426,3.422,57
26121140,"Fish, mackerel, fried",Fish,284,17.17,11.72,0.2,0.5,18.17,3.371,7.047,6.099,42
26121180,"Fish, mackerel, canned",Fish,156,23.19,0.0,0.0,0.0,6.3,1.857,2.225,1.651,79
26123110,"Fish, mullet",Fish,202,21.56,7.79,0.14,0.3,8.82,2.422,2.8,2.138,59
26127110,"Fish, perch, NFS",Fish,224,13.56,11.72,0.2,0.5,13.34,1.87,5.41,4.855,46
26127120,"Fish, perch, baked or broiled",Fish,139,19.03,0.01,0.01,0.0,6.45,1.526,2.199,1.679,68
26127123,"Fish, perch, grilled",Fish,121,19.42,0.0,0.0,0.0,4.22,0.939,1.407,1.036,68
26127130,"Fish, perch, baked or broiled, coated",Fish,163,17.33,7.79,0.14,0.3,6.46,1.539,2.169,1.708,62
26127140,"Fish, perch, fried",Fish,224,13.56,11.72,0.2,0.5,13.34,1.87,5.41,4.855,46
26127160,"Fish, perch, steamed",Fish,115,24.5,0.0,0.0,0.0,1.16,0.234,0.192,0.465,114
26129110,"Fish, pike",Fish,172,21.47,7.79,0.14,0.3,5.58,1.376,1.835,1.601,49
26131110,"Fish, pompano, NFS",Fish,244,22.96,0.01,0.01,0.0,16.3,5.544,4.821,2.713,66
26131120,"Fish, pompano, baked or broiled",Fish,244,22.96,0.01,0.01,0.0,16.3,5.544,4.821,2.713,66
26131121,"Fish, pompano, grilled",Fish,228,23.43,0.0,0.0,0.0,14.27,5.042,4.083,2.092,65
26131130,"Fish, pompano, baked or broiled, coated",Fish,252,20.65,7.79,0.14,0.3,14.77,4.929,4.38,2.58,60
26131140,"Fish, pompano, fried",Fish,289,15.96,11.72,0.2,0.5,19.37,4.33,7.015,5.489,44
26131160,"Fish, pompano, steamed",Fish,207,23.35,0.0,0.0,0.0,11.96,4.433,3.267,1.436,63
26133110,"Fish, snapper",Fish,185,22.78,7.79,0.14,0.3,6.26,1.551,1.934,1.87,47
26137100,"Fish, salmon, raw",Fish,188,20.44,0.0,0.0,0.0,11.16,2.49,3.165,3.117,53
26137110,"Fish, salmon, NFS",Fish,274,25.4,0.01,0.01,0.0,18.4,4.279,5.539,5.172,69
26137120,"Fish, salmon, baked or broiled",Fish,274,25.4,0.01,0.01,0.0,18.4,4.279,5.539,5.172,69
26137123,"Fish, salmon, grilled",Fish,259,25.92,0.0,0.0,0.0,16.48,3.764,4.832,4.622,69
26137130,"Fish, salmon, baked or broiled, coated",Fish,277,22.7,7.79,0.14,0.3,16.58,3.869,4.994,4.665,63
26137140,"Fish, salmon, fried",Fish,307,17.45,11.72,0.2,0.5,20.68,3.562,7.461,7.003,46
26137160,"Fish, salmon, steamed",Fish,237,25.82,0.0,0.0,0.0,14.1,3.146,3.998,3.938,67
26137180,"Fish, salmon, canned",Fish,136,24.62,0.0,0.0,0.0,4.21,0.749,0.971,1.298,83
